age_cat,c_offense_date,ethnicity,is_recid,r_offense_date,score_text,sex
young,2013-08-24,African-American,1,2014-11-28,Medium,Female
adult,2014-12-05,African-American,1,2015-01-06,High,Female
adult,2014-07-29,African-American,1,2015-08-18,High,Male
young,2013-11-12,Caucasian,1,2014-12-15,Low,Male
adult,2013-05-27,African-American,1,2013-12-04,Medium,Male
young,2013-12-14,Caucasian,1,2014-01-09,Low,Male
adult,2013-08-30,African-American,1,2015-08-02,Medium,Male
senior,2014-05-04,Hispanic,1,2016-03-15,Low,Male
adult,2014-07-09,Caucasian,1,2015-09-14,Medium,Female
young,2013-09-04,African-American,1,2014-02-06,High,Female
adult,2013-12-26,African-American,1,2014-11-24,Low,Male
adult,2014-01-09,African-American,1,2014-01-11,Medium,Male
adult,2013-01-10,African-American,1,2013-05-16,Medium,Male
adult,2014-12-24,African-American,1,2015-02-10,High,Male
adult,2013-01-28,Other,1,2013-12-03,High,Male
adult,2013-02-22,African-American,1,2013-10-29,High,Male
adult,2014-08-13,African-American,1,2015-01-09,Medium,Male
adult,2014-06-06,African-American,1,2015-04-28,High,Male
senior,2013-10-10,Other,1,2014-03-09,Low,Female
senior,2013-08-31,Caucasian,1,2014-03-18,Low,Male
adult,2013-02-02,Caucasian,1,2015-06-02,Low,Male
adult,2014-04-05,Caucasian,1,2016-01-11,High,Male
young,2014-04-14,African-American,1,2016-03-03,Medium,Male
adult,2013-02-07,Caucasian,1,2014-01-29,Low,Male
young,2013-05-07,Caucasian,1,2013-12-22,High,Male
young,2014-11-22,Other,1,2015-01-15,Low,Male
adult,2014-01-28,African-American,1,2015-06-26,Medium,Male
young,2013-02-01,African-American,1,2016-03-16,High,Male
adult,2013-05-11,African-American,1,2015-12-14,Low,Male
adult,2012-06-12,African-American,1,2013-07-19,Medium,Male
adult,2013-08-22,African-American,1,2013-10-31,Low,Female
adult,2014-10-30,Caucasian,1,2015-08-10,Medium,Female
adult,2014-11-10,Other,1,2015-11-14,Low,Male
adult,2013-02-28,African-American,1,2014-05-27,High,Male
young,2014-06-18,African-American,1,2015-03-06,Medium,Male
young,2013-07-23,African-American,1,2013-12-18,High,Male
adult,2014-07-31,African-American,1,2014-09-09,Medium,Male
adult,2014-05-18,Caucasian,1,2015-05-07,Low,Female
adult,2013-12-20,African-American,1,2014-02-21,Medium,Male
adult,2014-02-03,Caucasian,1,2014-03-08,Low,Male
adult,2013-02-10,African-American,1,2013-05-17,Medium,Male
young,2013-11-01,African-American,1,2014-07-05,Low,Male
young,2013-09-04,Native American,1,2014-12-04,Medium,Male
young,2013-09-03,African-American,1,2015-07-28,High,Female
adult,2013-08-15,African-American,1,2014-04-16,Medium,Male
senior,2013-03-23,African-American,1,2015-08-23,Medium,Male
adult,2013-02-01,African-American,1,2013-08-24,High,Male
young,2014-06-18,African-American,1,2014-12-12,Low,Male
young,2013-02-25,Caucasian,1,2013-04-19,Low,Male
senior,2014-01-14,Caucasian,1,2014-03-08,Low,Male
young,2013-02-13,African-American,1,2013-05-10,Medium,Male
young,2013-12-30,African-American,1,2014-09-08,High,Male
young,2014-03-26,African-American,1,2014-12-26,High,Male
adult,2014-10-22,African-American,1,2014-12-23,High,Male
adult,2014-01-31,Caucasian,1,2015-12-03,Medium,Male
young,2013-04-09,Caucasian,1,2013-04-21,High,Female
adult,2013-09-04,African-American,1,2014-05-16,Low,Female
adult,2013-02-27,African-American,1,2015-03-18,High,Male
adult,2014-10-25,Caucasian,1,2015-07-12,Low,Male
young,2014-10-16,African-American,1,2015-02-18,Medium,Male
adult,2013-02-25,Caucasian,1,2014-04-03,Low,Male
senior,2013-02-03,African-American,1,2013-03-29,Medium,Male
adult,2013-01-12,African-American,1,2016-03-21,High,Male
young,2014-11-03,Caucasian,1,2016-01-09,High,Male
adult,2014-07-07,Caucasian,1,2015-01-31,High,Female
young,2013-02-05,Other,1,2015-03-05,Low,Male
adult,2013-05-09,Other,1,2014-12-10,Medium,Male
young,2013-02-01,African-American,1,2015-05-17,Medium,Male
adult,2013-08-14,Hispanic,1,2013-11-03,High,Male
young,2013-03-10,African-American,1,2015-09-01,Medium,Female
adult,2013-02-24,African-American,1,2013-04-22,High,Male
adult,2013-08-27,African-American,1,2014-03-15,Low,Male
adult,2013-09-25,African-American,1,2014-03-18,Medium,Male
adult,2013-04-01,African-American,1,2013-06-18,High,Male
adult,2014-12-30,Hispanic,1,2015-05-23,Medium,Male
senior,2014-11-14,Caucasian,1,2015-08-22,Low,Male
young,2013-07-15,African-American,1,2014-10-18,Medium,Male
adult,2014-10-30,Caucasian,1,2015-03-23,Medium,Male
adult,2014-10-04,African-American,1,2015-01-03,Medium,Male
young,2013-04-09,Caucasian,1,2013-07-08,High,Male
adult,2014-04-09,African-American,1,2014-06-14,Low,Male
adult,2013-04-20,African-American,1,2013-08-02,Medium,Female
adult,2013-12-27,Hispanic,1,2014-10-07,Low,Male
young,2013-12-18,African-American,1,2014-11-11,High,Male
young,2013-11-14,African-American,1,2015-08-20,Medium,Female
senior,2013-02-11,Caucasian,1,2016-01-03,High,Male
young,2014-02-27,African-American,1,2014-03-05,High,Male
adult,2013-09-29,Caucasian,1,2015-12-01,Low,Male
adult,2014-11-24,Caucasian,1,2015-03-22,Low,Male
young,2014-11-08,African-American,1,2015-01-08,Medium,Male
young,2014-11-06,African-American,1,2015-12-30,Medium,Male
adult,2014-03-17,African-American,1,2016-03-14,High,Male
adult,2014-03-06,African-American,1,2014-04-01,Low,Male
adult,2014-10-04,African-American,1,2014-11-16,Low,Male
young,2013-01-14,Caucasian,1,2013-05-27,Low,Male
adult,2013-06-27,Caucasian,1,2013-08-19,Low,Male
adult,2010-03-28,African-American,1,2013-03-22,Low,Male
adult,2013-08-03,Hispanic,1,2013-11-08,Low,Male
adult,2013-03-28,African-American,1,2013-05-08,High,Male
senior,2013-12-13,African-American,1,2015-04-18,High,Female
young,2013-02-16,Caucasian,1,2015-11-01,High,Male
young,2014-03-06,African-American,1,2014-04-29,Low,Male
young,2011-10-06,African-American,1,2016-02-04,Medium,Female
senior,2013-10-29,Caucasian,1,2014-04-22,Medium,Male
adult,2013-01-12,African-American,1,2014-01-10,High,Male
adult,2014-10-18,African-American,1,2016-01-19,Low,Male
adult,2012-11-30,African-American,1,2013-07-18,High,Male
adult,2013-03-23,Hispanic,1,2014-09-15,Low,Male
adult,2013-04-22,African-American,1,2014-04-28,Low,Male
young,2013-10-21,African-American,1,2016-03-01,High,Male
adult,2014-06-26,Hispanic,1,2015-04-21,Low,Male
adult,2014-09-24,African-American,1,2015-05-18,Medium,Male
senior,2013-04-24,African-American,1,2014-06-08,Low,Male
adult,2013-05-05,Caucasian,1,2013-06-16,Medium,Male
senior,2014-07-12,Caucasian,1,2015-01-09,Medium,Male
senior,2013-08-19,Caucasian,1,2014-04-22,Low,Male
young,2013-05-16,African-American,1,2013-09-08,High,Male
adult,2013-02-08,Other,1,2013-03-15,Low,Male
young,2013-12-13,Caucasian,1,2014-03-08,Medium,Male
adult,2014-06-09,Hispanic,1,2014-11-06,Low,Male
adult,2013-12-10,Caucasian,1,2015-07-08,Medium,Male
senior,2013-04-30,African-American,1,2015-12-19,Medium,Male
senior,2014-08-20,African-American,1,2015-06-16,Low,Male
senior,2014-05-13,African-American,1,2015-07-19,Low,Male
adult,2014-07-13,Caucasian,1,2014-09-17,Low,Male
adult,2013-12-28,African-American,1,2014-06-07,High,Male
senior,2014-04-30,Caucasian,1,2014-10-15,High,Female
adult,2013-08-24,African-American,1,2014-02-22,Medium,Male
young,2013-02-09,African-American,1,2014-02-13,Medium,Male
young,2013-12-24,Caucasian,1,2015-08-24,Medium,Male
adult,2013-02-18,Caucasian,1,2014-11-25,Low,Male
adult,2014-11-09,African-American,1,2014-12-11,Medium,Male
senior,2013-08-03,Caucasian,1,2014-02-10,Low,Male
young,2014-06-06,African-American,1,2015-02-17,Medium,Female
adult,2013-01-16,African-American,1,2013-10-31,High,Male
senior,2014-03-10,Caucasian,1,2014-06-24,Low,Male
young,2014-09-17,African-American,1,2014-11-18,Medium,Male
adult,2013-04-22,African-American,1,2013-08-07,High,Male
young,2013-10-11,African-American,1,2014-06-12,Low,Male
adult,2013-05-25,African-American,1,2013-08-24,High,Male
adult,2014-12-12,African-American,1,2015-08-29,Medium,Male
young,2013-05-09,Hispanic,1,2013-05-21,Low,Male
young,2014-10-20,Caucasian,1,2014-11-14,High,Male
adult,2013-04-10,African-American,1,2015-07-30,Low,Male
adult,2014-05-16,African-American,1,2015-09-09,Medium,Male
senior,2013-02-22,African-American,1,2014-01-17,Low,Male
young,2013-04-02,African-American,1,2013-07-05,Medium,Female
young,2014-08-18,African-American,1,2014-11-14,High,Female
adult,2014-05-06,African-American,1,2014-05-27,High,Male
adult,2013-03-30,Caucasian,1,2013-04-30,Low,Male
senior,2014-11-21,African-American,1,2015-11-03,Low,Male
adult,2013-05-16,African-American,1,2013-06-10,Low,Male
adult,2013-03-04,African-American,1,2014-07-31,Low,Male
young,2013-01-17,African-American,1,2013-09-11,Medium,Male
adult,2014-02-13,Hispanic,1,2015-02-23,Medium,Male
senior,2013-11-02,Caucasian,1,2015-03-30,Low,Male
adult,2014-04-22,Caucasian,1,2014-08-21,Medium,Male
adult,2014-09-19,Caucasian,1,2015-04-12,Low,Male
adult,2014-02-15,Other,1,2014-12-19,High,Male
senior,2013-09-27,Other,1,2015-01-21,Low,Male
young,2013-02-23,African-American,1,2013-11-26,Medium,Male
young,2013-01-13,African-American,1,2014-01-22,High,Female
adult,2013-01-29,Caucasian,1,2013-08-04,Medium,Male
senior,2013-07-18,Hispanic,1,2014-11-29,Medium,Male
adult,2013-03-17,Caucasian,1,2013-04-18,Medium,Female
young,2014-05-17,African-American,1,2016-03-09,Medium,Male
adult,2013-02-25,Caucasian,1,2013-05-19,High,Female
adult,2013-08-31,African-American,1,2015-09-22,Low,Male
adult,2013-05-15,African-American,1,2013-08-21,High,Male
adult,2013-01-14,African-American,1,2013-08-12,Medium,Male
young,2013-02-04,African-American,1,2013-08-13,High,Male
young,2013-05-25,Hispanic,1,2014-04-03,High,Male
adult,2014-03-20,African-American,1,2014-06-04,High,Male
senior,2012-11-16,Caucasian,1,2013-11-02,Low,Male
adult,2013-05-06,African-American,1,2014-10-18,Medium,Male
adult,2013-04-24,Caucasian,1,2015-11-15,Low,Male
adult,2013-01-06,Caucasian,1,2013-03-13,High,Male
adult,2014-05-28,African-American,1,2015-09-27,Low,Male
senior,2014-10-30,Caucasian,1,2015-05-22,Medium,Female
adult,2013-02-27,African-American,1,2014-05-05,High,Male
adult,2013-06-25,Caucasian,1,2013-09-01,Medium,Female
young,2013-06-16,African-American,1,2014-06-14,High,Male
adult,2014-09-04,African-American,1,2016-02-09,Low,Male
senior,2013-03-03,Caucasian,1,2013-06-07,High,Female
young,2014-11-03,African-American,1,2015-09-10,High,Male
adult,2013-12-29,African-American,1,2014-10-22,Medium,Female
adult,2014-10-27,African-American,1,2016-01-29,Medium,Male
adult,2013-10-21,African-American,1,2014-04-09,Low,Male
young,2014-02-16,African-American,1,2014-04-01,Low,Male
adult,2013-02-09,Hispanic,1,2014-05-04,Medium,Male
adult,2014-06-05,Hispanic,1,2014-10-31,Low,Male
adult,2014-01-12,African-American,1,2015-10-06,Low,Male
young,2013-02-05,Caucasian,1,2014-07-28,Medium,Female
adult,2014-08-28,Other,1,2015-03-27,Medium,Male
young,2013-03-15,Hispanic,1,2014-04-13,Low,Male
young,2014-11-01,African-American,1,2015-03-30,Low,Male
adult,2013-03-30,African-American,1,2014-11-03,High,Male
senior,2013-07-25,Caucasian,1,2016-03-15,Low,Male
adult,2014-12-22,Caucasian,1,2015-02-15,Low,Male
adult,2013-11-09,Caucasian,1,2014-08-28,Low,Male
senior,2014-11-01,African-American,1,2016-02-29,Low,Male
young,2014-07-03,African-American,1,2014-09-01,Medium,Male
young,2014-12-24,Caucasian,1,2015-10-15,Medium,Female
adult,2013-07-03,Caucasian,1,2014-02-28,Medium,Male
young,2014-09-20,African-American,1,2014-12-29,High,Male
young,2014-07-22,Caucasian,1,2015-05-01,Low,Male
senior,2013-02-04,Caucasian,1,2014-05-04,Medium,Male
young,2014-01-23,Caucasian,1,2014-02-17,Medium,Male
adult,2014-06-20,Caucasian,1,2016-01-06,Medium,Male
young,2013-09-30,African-American,1,2015-05-17,Medium,Male
senior,2013-02-18,Caucasian,1,2013-08-14,Low,Female
adult,2013-02-22,African-American,1,2014-02-05,High,Male
adult,2013-09-05,African-American,1,2013-10-07,Medium,Male
adult,2013-03-08,Caucasian,1,2013-04-28,Medium,Male
adult,2013-03-25,African-American,1,2013-10-09,Low,Male
young,2014-02-21,Caucasian,1,2015-04-07,High,Male
adult,2013-05-14,Caucasian,1,2014-08-02,High,Male
senior,2014-05-13,Caucasian,1,2014-05-27,Medium,Male
young,2014-07-11,African-American,1,2016-02-02,Low,Female
adult,2013-01-14,Caucasian,1,2013-03-28,High,Male
adult,2013-10-18,African-American,1,2015-04-01,Low,Male
young,2013-02-19,African-American,1,2014-01-20,Medium,Male
senior,2014-05-24,Caucasian,1,2015-11-09,Medium,Male
adult,2013-11-25,Hispanic,1,2014-05-10,Low,Male
senior,2014-04-25,African-American,1,2015-11-09,High,Male
adult,2014-08-06,African-American,1,2014-09-12,Low,Female
adult,2013-10-31,Caucasian,1,2015-04-24,Medium,Male
adult,2014-10-22,African-American,1,2016-01-05,High,Male
senior,2014-05-31,African-American,1,2014-08-24,Low,Male
adult,2013-01-12,Caucasian,1,2013-02-26,Medium,Male
young,2014-08-11,African-American,1,2014-08-27,Medium,Male
adult,2013-09-23,African-American,1,2013-12-31,Medium,Female
adult,2014-02-13,African-American,1,2014-10-31,Low,Male
senior,2013-09-23,Caucasian,1,2013-11-01,Low,Male
young,2014-02-25,African-American,1,2014-05-04,High,Male
adult,2014-05-08,African-American,1,2015-12-13,High,Male
adult,2013-10-14,African-American,1,2014-05-01,High,Male
adult,2014-08-01,Hispanic,1,2015-09-30,Low,Male
young,2013-01-28,Caucasian,1,2013-06-29,High,Male
adult,2013-09-19,African-American,1,2015-01-14,High,Male
young,2013-01-10,African-American,1,2013-02-28,High,Female
young,2014-01-14,African-American,1,2014-11-10,Medium,Male
senior,2013-04-25,Caucasian,1,2016-03-29,Low,Male
senior,2014-12-30,African-American,1,2015-02-10,High,Male
adult,2014-03-16,African-American,1,2015-01-22,Low,Male
young,2014-07-09,Caucasian,1,2015-05-28,Low,Male
young,2013-05-23,African-American,1,2014-03-13,High,Male
young,2013-08-10,African-American,1,2014-06-07,Medium,Male
senior,2014-05-12,Caucasian,1,2015-12-06,Low,Male
adult,2013-05-13,African-American,1,2014-07-28,Low,Male
adult,2013-12-23,Caucasian,1,2015-05-12,Low,Male
adult,2013-09-12,African-American,1,2013-12-13,Low,Male
young,2013-03-07,African-American,1,2013-07-20,High,Male
senior,2014-03-03,African-American,1,2015-11-11,Low,Male
adult,2014-11-11,African-American,1,2015-02-03,High,Male
young,2013-10-24,African-American,1,2013-11-25,High,Male
adult,2013-09-14,Caucasian,1,2014-10-20,Medium,Male
adult,2014-12-08,Caucasian,1,2015-08-12,Low,Female
adult,2013-10-11,African-American,1,2014-06-28,High,Male
adult,2014-08-03,African-American,1,2014-12-20,Medium,Male
adult,2013-05-03,Caucasian,1,2013-06-15,Medium,Male
senior,2014-03-06,Caucasian,1,2014-06-29,Low,Male
adult,2014-07-30,African-American,1,2014-09-27,High,Male
young,2014-10-03,African-American,1,2016-01-12,Medium,Male
young,2013-01-03,African-American,1,2013-03-06,High,Male
young,2013-11-13,African-American,1,2014-05-03,Medium,Male
young,2013-12-03,African-American,1,2014-08-13,Low,Female
adult,2013-10-07,Caucasian,1,2015-11-06,Low,Male
adult,2014-07-10,African-American,1,2015-03-05,Low,Male
adult,2014-12-08,Caucasian,1,2015-02-11,Medium,Female
adult,2013-03-12,African-American,1,2015-09-28,Low,Male
young,2014-04-28,Caucasian,1,2014-06-13,Low,Male
adult,2014-12-11,Caucasian,1,2015-06-25,Low,Male
young,2013-03-12,African-American,1,2014-02-11,High,Male
adult,2014-02-09,Other,1,2014-04-11,Low,Male
young,2014-01-09,African-American,1,2014-05-11,Medium,Male
senior,2013-02-11,Caucasian,1,2013-08-03,Medium,Male
senior,2013-11-14,Caucasian,1,2015-10-11,Low,Male
adult,2012-03-21,Caucasian,1,2015-01-31,High,Male
adult,2013-07-31,African-American,1,2013-11-16,High,Male
adult,2014-11-11,Caucasian,1,2014-12-24,Low,Male
adult,2014-05-15,Caucasian,1,2016-02-25,Low,Male
adult,2013-01-02,Asian,1,2015-07-04,High,Male
young,2014-11-19,African-American,1,2015-03-31,Medium,Female
adult,2013-02-19,African-American,1,2014-03-16,Low,Male
young,2014-10-16,Caucasian,1,2015-08-18,Medium,Male
adult,2014-09-21,Caucasian,1,2015-02-12,Medium,Male
young,2013-01-28,African-American,1,2013-05-22,High,Male
adult,2013-05-11,Caucasian,1,2013-10-05,Medium,Male
adult,2013-05-16,African-American,1,2013-10-01,Low,Male
adult,2013-12-22,African-American,1,2016-03-02,Medium,Male
adult,2013-01-08,African-American,1,2014-08-20,Medium,Male
senior,2014-08-15,Caucasian,1,2015-11-10,Medium,Male
adult,2014-10-31,African-American,1,2015-05-11,Low,Male
senior,2013-08-22,African-American,1,2013-11-03,Low,Male
senior,2013-04-13,African-American,1,2014-03-21,Medium,Male
young,2013-09-21,Hispanic,1,2014-05-06,High,Male
adult,2013-02-07,Caucasian,1,2013-06-21,Medium,Female
adult,2014-06-24,African-American,1,2015-04-25,Medium,Male
young,2013-05-15,Caucasian,1,2013-12-15,Medium,Female
young,2014-10-06,African-American,1,2015-02-08,High,Male
adult,2013-03-19,African-American,1,2014-01-09,High,Male
adult,2013-05-17,African-American,1,2013-07-05,High,Male
adult,2013-08-06,African-American,1,2014-09-08,Medium,Male
senior,2014-04-11,Other,1,2015-04-09,Low,Male
adult,2013-01-21,African-American,1,2015-05-08,High,Male
young,2014-07-18,African-American,1,2015-02-01,Medium,Male
adult,2013-03-22,Hispanic,1,2013-04-24,Low,Male
adult,2014-07-13,Other,1,2015-07-14,Low,Male
adult,2014-06-12,African-American,1,2014-09-15,High,Female
young,2013-02-20,African-American,1,2013-07-18,High,Male
adult,2014-10-04,Caucasian,1,2015-01-20,High,Male
adult,2012-12-14,Hispanic,1,2014-02-01,High,Male
young,2013-11-15,African-American,1,2014-02-17,Medium,Male
adult,2013-09-30,African-American,1,2014-07-16,Low,Female
adult,2013-04-02,Caucasian,1,2013-04-19,High,Male
adult,2013-07-27,Caucasian,1,2013-09-11,Low,Female
young,2013-02-11,African-American,1,2013-06-17,Low,Male
senior,2013-02-10,Caucasian,1,2013-12-28,High,Male
adult,2014-02-26,African-American,1,2015-12-26,High,Male
adult,2013-03-03,Caucasian,1,2015-02-05,Medium,Male
adult,2013-03-06,African-American,1,2014-06-09,High,Male
senior,2013-07-15,Caucasian,1,2015-09-01,High,Male
adult,2011-06-02,Caucasian,1,2013-05-31,Medium,Female
adult,2013-10-23,Other,1,2015-09-16,Low,Male
adult,2013-01-08,Hispanic,1,2013-01-11,Medium,Male
young,2014-11-21,Hispanic,1,2014-12-22,Medium,Male
young,2013-07-06,African-American,1,2015-01-29,Low,Male
adult,2014-09-15,African-American,1,2015-02-10,High,Male
senior,2014-03-05,Hispanic,1,2014-04-09,Low,Male
young,2014-09-22,African-American,1,2014-10-16,Low,Male
adult,2013-04-07,Caucasian,1,2013-10-19,High,Male
adult,2014-11-13,Caucasian,1,2015-04-28,Low,Male
young,2013-02-13,Hispanic,1,2013-07-29,Medium,Male
adult,2013-03-26,African-American,1,2014-02-12,High,Male
adult,2010-04-10,African-American,1,2014-09-30,Medium,Male
adult,2014-05-03,Caucasian,1,2014-08-05,High,Female
adult,2013-01-22,Caucasian,1,2013-04-11,High,Female
senior,2014-05-31,African-American,1,2014-08-30,Medium,Male
adult,2013-04-27,Caucasian,1,2013-05-11,Medium,Female
adult,2014-05-13,African-American,1,2014-05-18,High,Male
adult,2014-09-26,African-American,1,2015-02-08,High,Male
young,2013-10-31,Other,1,2015-09-05,Medium,Male
adult,2014-08-11,Caucasian,1,2014-11-17,High,Female
adult,2013-08-06,Other,1,2013-08-28,High,Male
adult,2013-03-29,Caucasian,1,2013-04-23,Low,Male
adult,2014-09-21,African-American,1,2015-03-21,Medium,Male
adult,2013-11-26,African-American,1,2015-07-09,Low,Male
young,2014-07-12,African-American,1,2014-12-03,Low,Male
adult,2013-12-21,Caucasian,1,2015-06-23,Medium,Female
adult,2013-06-22,Caucasian,1,2016-02-29,Low,Female
senior,2014-03-05,African-American,1,2015-06-09,Low,Male
young,2013-10-19,Caucasian,1,2015-06-10,Low,Male
senior,2012-03-24,Caucasian,1,2015-06-01,Low,Male
senior,2014-07-31,African-American,1,2015-01-28,High,Female
adult,2013-09-17,African-American,1,2013-10-02,High,Male
young,2014-01-26,Caucasian,1,2015-02-21,Low,Male
young,2013-01-17,African-American,1,2013-11-22,Medium,Male
adult,2014-06-05,African-American,1,2015-12-18,High,Male
adult,2013-04-09,Caucasian,1,2013-08-20,Medium,Male
young,2014-07-12,African-American,1,2014-07-30,High,Male
adult,2014-06-16,African-American,1,2015-10-12,High,Male
senior,2012-12-12,Caucasian,1,2013-12-16,Low,Female
young,2014-05-21,African-American,1,2015-03-12,Low,Male
young,2014-07-27,African-American,1,2015-12-26,High,Male
adult,2014-04-23,African-American,1,2014-10-05,Medium,Male
adult,2013-02-17,Hispanic,1,2013-05-07,High,Male
adult,2014-01-03,African-American,1,2016-02-10,Medium,Male
senior,2014-04-15,Caucasian,1,2015-07-13,Low,Female
adult,2013-04-12,Caucasian,1,2014-07-22,Medium,Female
senior,2014-12-04,African-American,1,2015-04-22,Low,Male
young,2014-04-11,African-American,1,2014-04-16,High,Male
adult,2014-01-26,Caucasian,1,2014-05-17,Low,Male
adult,2013-07-29,African-American,1,2015-02-19,High,Male
adult,2013-05-16,African-American,1,2013-11-08,High,Male
adult,2014-12-29,African-American,1,2015-07-12,Low,Male
senior,2014-03-14,African-American,1,2015-01-27,Low,Male
adult,2013-07-20,African-American,1,2015-03-10,High,Male
adult,2014-06-15,African-American,1,2015-10-01,High,Male
young,2013-03-13,African-American,1,2013-04-12,Medium,Male
senior,2013-07-23,Caucasian,1,2014-04-24,Low,Male
senior,2014-07-10,Caucasian,1,2014-09-09,Medium,Male
young,2013-02-21,African-American,1,2014-09-23,Low,Male
adult,2014-01-04,African-American,1,2015-12-09,High,Male
adult,2014-08-01,Other,1,2015-11-25,Low,Male
adult,2013-02-16,African-American,1,2013-07-06,Low,Male
young,2013-12-03,African-American,1,2014-09-17,Medium,Male
senior,2013-05-06,African-American,1,2014-09-29,High,Male
young,2013-09-27,African-American,1,2013-10-10,Medium,Male
adult,2013-04-02,African-American,1,2015-06-16,Medium,Male
adult,2013-01-19,African-American,1,2013-08-31,Low,Male
young,2013-10-11,African-American,1,2014-04-12,High,Male
adult,2014-11-11,Caucasian,1,2015-01-01,High,Male
young,2014-06-06,Caucasian,1,2015-12-22,Low,Male
adult,2013-01-03,African-American,1,2013-01-24,Medium,Male
adult,2013-08-15,African-American,1,2013-12-01,High,Male
young,2013-04-12,African-American,1,2015-08-31,Medium,Female
adult,2013-10-24,African-American,1,2014-06-26,Medium,Male
senior,2013-11-07,Caucasian,1,2015-03-09,Low,Male
adult,2014-11-09,Caucasian,1,2015-05-16,Medium,Male
adult,2013-01-08,Other,1,2013-02-21,Low,Male
young,2013-12-30,Hispanic,1,2014-06-01,Medium,Male
adult,2013-05-12,African-American,1,2015-05-07,Medium,Male
adult,2013-04-06,African-American,1,2013-10-24,High,Male
adult,2014-06-10,African-American,1,2015-02-26,High,Male
adult,2013-02-07,Caucasian,1,2013-10-15,Medium,Male
young,2013-09-14,African-American,1,2014-07-03,High,Female
young,2014-01-01,African-American,1,2014-06-05,Medium,Female
senior,2014-02-24,Caucasian,1,2015-03-19,Low,Male
adult,2014-01-22,African-American,1,2015-03-31,High,Male
adult,2014-10-27,Caucasian,1,2014-10-30,Low,Male
adult,2013-08-11,Caucasian,1,2014-08-11,Medium,Female
adult,2013-08-12,Caucasian,1,2014-08-30,Low,Female
adult,2013-01-22,African-American,1,2013-06-04,High,Male
young,2012-03-08,African-American,1,2014-08-02,Medium,Male
adult,2013-06-01,Caucasian,1,2015-07-11,Low,Female
adult,2013-11-12,Caucasian,1,2014-09-29,High,Male
senior,2014-04-08,Caucasian,1,2014-04-30,Low,Male
senior,2014-02-11,Other,1,2014-10-24,Medium,Male
adult,2014-10-04,Hispanic,1,2014-11-07,Low,Male
senior,2013-04-14,Caucasian,1,2013-09-13,Low,Male
adult,2012-12-28,African-American,1,2013-07-26,Medium,Female
adult,2014-04-17,Caucasian,1,2014-07-17,Low,Male
adult,2014-07-05,African-American,1,2014-08-30,Low,Male
adult,2013-07-20,African-American,1,2013-10-12,Medium,Male
adult,2013-01-09,Caucasian,1,2014-05-26,High,Male
adult,2013-12-30,Caucasian,1,2014-07-23,Low,Male
senior,2013-05-09,African-American,1,2016-03-13,Medium,Male
adult,2013-05-16,Caucasian,1,2014-02-08,Medium,Female
adult,2014-01-21,Caucasian,1,2015-05-30,Low,Female
young,2014-01-31,African-American,1,2014-03-29,Medium,Male
adult,2013-10-30,Caucasian,1,2013-11-06,Low,Female
adult,2014-03-21,African-American,1,2015-01-26,Low,Male
adult,2013-05-02,African-American,1,2016-03-06,Low,Female
adult,2013-09-26,African-American,1,2015-10-07,Low,Male
young,2014-09-21,African-American,1,2015-07-21,High,Male
young,2013-05-24,African-American,1,2013-06-18,High,Male
adult,2014-12-20,Hispanic,1,2015-07-10,High,Male
young,2013-02-14,African-American,1,2013-04-23,Medium,Male
young,2013-02-08,African-American,1,2013-07-25,Medium,Male
adult,2014-07-11,African-American,1,2014-11-18,Low,Male
adult,2014-10-27,African-American,1,2014-12-31,Medium,Male
adult,2013-09-23,Hispanic,1,2014-07-04,Medium,Male
senior,2013-02-17,Other,1,2013-04-15,Low,Male
adult,2014-10-19,African-American,1,2015-10-03,Medium,Female
young,2014-04-20,African-American,1,2015-09-01,Medium,Female
senior,2014-02-18,Caucasian,1,2014-03-31,Low,Male
adult,2014-07-19,African-American,1,2015-10-10,Low,Female
adult,2013-01-02,Hispanic,1,2013-11-14,Medium,Male
young,2014-01-20,African-American,1,2014-10-25,Low,Male
adult,2014-07-04,African-American,1,2014-11-20,High,Male
adult,2013-02-09,African-American,1,2015-06-09,Low,Male
adult,2013-01-07,African-American,1,2013-03-31,High,Male
young,2014-02-13,African-American,1,2014-06-20,High,Male
young,2013-11-19,African-American,1,2014-08-10,High,Male
senior,2013-08-02,Caucasian,1,2013-11-04,Low,Male
adult,2014-10-05,African-American,1,2015-09-14,High,Female
young,2013-01-21,Other,1,2015-08-25,Low,Male
young,2013-12-09,Caucasian,1,2015-07-24,High,Male
adult,2014-11-01,African-American,1,2014-11-07,Low,Male
young,2014-10-19,African-American,1,2015-08-28,Low,Male
adult,2014-04-08,Caucasian,1,2014-06-13,Low,Female
adult,2013-09-04,African-American,1,2013-11-11,Low,Female
adult,2014-08-09,Caucasian,1,2015-02-12,Low,Male
adult,2014-08-25,African-American,1,2015-06-01,Low,Male
young,2013-01-14,African-American,1,2013-01-23,Medium,Male
adult,2013-12-09,Hispanic,1,2014-04-28,Low,Male
adult,2011-11-13,African-American,1,2014-07-12,High,Male
adult,2013-05-20,Caucasian,1,2013-07-16,High,Male
young,2013-04-11,Caucasian,1,2013-08-06,Medium,Male
young,2014-05-04,Caucasian,1,2015-11-04,Low,Male
young,2014-08-08,African-American,1,2015-01-20,Medium,Male
adult,2013-12-16,Other,1,2015-11-03,High,Male
